Judul,Tanggal,Jam Upload (WIB)
"MALAYSIA KETAR-KETIR‼ INDONESIA PUNYA ZONA PEMUSNAHAN BERLAPIS, RUDAL BARU BIKIN NGERI‼",2025-10-22,18:30
NETIZEN MALAYSIA KLAIM NEGARANYA KAYA RAYA PEMILIK ALAM MELAYU‼️TERNYATA HUTANGNYA TERBANYAK SEASEAN,2025-10-23,7:30
"MERINDING‼ MALAYSIA TAKJUB DENGAN PRABOWO YANG BEBASKAN PALESTINA, INDONESIA: PANJI HITAM DARI TIMUR",2025-10-23,10:00
"GAZA KIBARKAN BENDERA INDONESIA TANDA TERIMAKASIH KE PRABOWO, MALAYSIA MALAH KIBARKAN BENDERA ISRAEL",2025-10-23,13:00
"MEMALUKAN‼ MALAYSIA SURUH ASEAN PAKAI BAHASA MELAYU, EH WARGANYA SENDIRI MALAH GAGAP, AUTO NGAKAK‼",2025-10-23,15:30
"MALAYSIA PANAS DINGIN‼️KERJA SAMA MARINIR INDONESIA–KORSEL BIKIN IRI, PASUKAN MALAYSIA MINDER‼️",2025-10-23,18:30
MALAYSIA SEBUT INGIN JADI “ERDOGAN” NYA ASEAN‼️TAPI TERTAMPAR FAKTA ALUTSISTA BANYAK YANG REYOT‼️,2025-10-24,7:30
"TNI AL & RUSIA RESMI JALIN ALIANSI MARITIM, INDONESIA MAKIN DISEGANI, JIRAN MAKIN KECIL DI ASIA‼",2025-10-24,9:30
"DEMI CARI PENGAKUAN NEGARA MAJU, JIRAN HAPUS JATI DIRI, NYATANYA UANG RINGGIT TAK LAKU DI PASARAN",2025-10-24,13:00
PM ANWAR PONTANG-PANTING‼ DIPAKSA IMBANGI PRESIDEN PRABOWO SAMPAI RELA LAKUKAN HAL ANEH,2025-10-24,15:30
"MALAYSIA GEMETAR‼ INDONESIA & BRASIL TEKEN PERJANJIAN DAGANG TANPA DOLAR, & MALAYSIA DITOLAK BRICS",2025-10-24,18:30
GEMPAR‼️ MALAYSIA KENA KECAMAN NEGARA ARAB SEMUA TERJAWAB SUDAH KENAPA MALAYSIA TAK DIUNDANG DI KTT,2025-10-24,20:30
"MALAYSIA GEMETAR‼️RATUSAN NELAYAN MADURA KEPUNG KAPAL PETRONAS, PRABOWO SIAP TURUN TANGAN‼️",2025-10-25,7:30
DPR MALAYSIA MARAH POLISI LAUT MALAYSIA LATIHANNYA DI MASJID‼ RAKYAT SENDIRI MALU BESAR,2025-10-25,9:30
JAUH-JAUH DATANG KE RI‼ AFRIKA SELATAN KEPINCUT KAPAL PERANG & PESAWAT N-219 BUATAN INDONESIA,2025-10-25,15:00
"GEGERKAN ASEAN‼ INDONESIA BORONG JET TEMPUR DAN RUDAL DARI CHINA, MALAYSIA & AJSTRALIA AUTO GEMETAR‼",2025-10-25,16:30
TAK PERCAYA‼️PRABOWO JADI PERBINCANGAN WARGA BRAZIL SAMBUTAN PRESIDEN LULA BAK RAJA MALAYSIA MELONGO,2025-10-25,19:00
"MALAYSIA KETAR-KETIR‼️30 WANITA INDONESIA RESMI JADI PERWIRA TNI, TNI WANITA MALAYSIA SIBUK PAWAI‼️",2025-10-25,20:30
TERKUAK GEJOLAK NEGERI KASINO‼️MALAYSIA HANCUR SAAT “MACAN TIDUR” INDONESIA KUASAI NEGERI JIRAN‼️,2025-10-26,7:30
"GEMPAR‼ DULU MERENGEK INGIN MERDEKA, TIMOR LESTE TETAP BERGANTUNG MINTA BANTUAN INDONESIA",2025-10-26,10:00
RAJA MALAYSIA NGAMUK BESAR‼ NARASI NEGARA ISLAM TERBAIK BERANTAKAN GARA-GARA UTANG MENGGUNUNG,2025-10-26,12:30
MALAYSIA MALU BESAR‼ LAGI-LAGI MALAYSIA BIKIN ULAH DI KTT ASEAN SALAH SEBUT “PRABOWO” JADI “JOKOWI”,2025-10-26,15:30
"GEMPARKAN ASEAN‼ INDONESIA PERKETAT EKSPOR ENERGI KE SINGAPURA, MALAYSIA HUTANG TERTINGGI DI ASEAN",2025-10-26,18:30
MALAYSIA KLAIM IQ TINGGI TAPI GINI⁉ KASUS BENDERA TERBALIK SAMPAI SALAH SEBUT NAMA PRESIDEN PRABOWO ,2025-10-27,7:30
MEMALUKAN‼ SALAH SEBUT PRESIDEN “PRABOWO” JADI “JOKO WIDODO” MALAYSIA BUAT CITRA BURUK KTT ASEAN,2025-10-27,9:30
"JIRAN TERCENGANG‼ MALAYSIA CAPEK BIKIN ACARA KTT ASEAN 2025, EH TRUMP MALAH PUJI PRABOWO",2025-10-27,12:30
"LUCU BANGET‼ MALAYSIA MAU ASEAN PAKAI BAHASA MELAYU, TAPI RAKYAT SENDIRI TAK PANDAI CAKAP MELAYU",2025-10-27,15:30
"NEGARA MAJU INI KALAP‼ TAK BISA HIDUP TANPA SAWIT INDONESIA, EROPA BORONG SAWIT RI, MALAYSIA PANAS",2025-10-27,18:30
"PRABOWO GEMPARKAN ASEAN‼️JADI TOKOH SENTRAL, TIMOR LESTE RESMI BERGABUNG ASEAN, MALAYSIA TERCENGANG",2025-10-27,21:00
BIKIN NGAKAK SE-ASEAN‼ MALAYSIA SAKIT HATI DILECEHKAN AMERIKA SERIKAT DONALD TRUMP DI KTT ASEAN 2025,2025-10-28,7:30
"PRABOWO DAN SULTAN TAJIR BRUNEI HASSANAL BOLKIAH TAMPIL AKRAB DI KTT ASEAN, MALAYSIA PANAS DINGIN",2025-10-28,9:30
MALAYSIA KETAKUTAN DISENTIL PRABOWO DI KTT ASEAN BUAT TRUMP HORMATI DAN KASIH PUJIAN KE INDONESIA,2025-10-28,12:30
GEMPARKAN DUNIA‼ REOG PONOROGO & BUDAYA NUSANTARA TAKLUKKAN FESTIVAL CHANGWON DI KOREA SELATAN,2025-10-28,15:30
"DUNIA TERGUNCANG‼️PRABOWO BIKIN BANGGA INDONESIA, PASUKAN PERDAMAIAN RI TEMPATI 5 BESAR DUNIA‼️",2025-10-28,18:30
"GEMPAR‼️PM ANWAR IBRAHIM DEKATI PRABOWO DI KTT ASEAN 2025, MALAYSIA TAK MENYANGKA RI JADI POROS ASIA",2025-10-28,20:30
"KOCAK BANGET‼️MALAYSIA NGAKU SERUMPUN SAMA TIMOR LESTE, NETIZEN INDO: “YA SUDAH SANA GABUNG‼️”",2025-10-29,7:30
AMERIKA & THAILAND KAGUM‼ MARINIR INDONESIA PAMER ROCKET MLRS VAMPIRE BIKIN MALAYSIA MINDER,2025-09-01,2:30
KELAPA RI JADI RAJA ASIA‼ MALAYSIA KETAR-KETIR KRISIS SANTAN MAKIN PARAH TAK TERBENDUNG,2025-09-01,5:30
"KOPASSUS & KOPASGAT GEMPARKAN DUNIA‼ TNI GELAR LATIHAN BARENG PASUKAN AMERIKA, MALAYSIA KEPANASAN",2025-09-01,9:00
"LAPINDO JADI LAUTAN EMAS‼ AMERIKA & EROPA NGILER LIHAT MINERAL LTJ RI MELIMPAH, DUNIA HEBOH",2025-09-01,11:30
"INDONESIA GEMPARKAN LAUT ASIA TENGGARA‼️ RI BORONG FREGAT ISTIF TURKI, JIRAN PANIK",2025-09-01,13:30
PANTAS CIUT‼ INILAH HAL TERBURUK JIKA NEGARA INI IKUT CAMPUR KONFLIK TIMOR LESTE-INDONESIA,2025-09-02,0:30
"MALAYSIA IRI‼ RAKYAT INDONESIA BERANI DEMO SAMPAIKAN ASPIRASI, JIRAN MAU TIRU",2025-09-02,2:30
"PRABOWO BATALKAN UNDANGAN XI JINPING, PILIH HADIR UNTUK RAKYAT JAGA STABILITAS INDONESIA",2025-09-02,6:00
RIBUAN WARGA SABAH TURUN KE JALAN‼ TERIAKAN PERANG & MERDEKA GUNCANG KOTA KINABALU,2025-09-02,11:30
"PERBATASAN NTT MEMBARA‼️ WARGA TAKUT, EKONOMI TERHENTI GARA-GARA PENEMBAKAN WNI OLEH TIMOR LEST",2025-09-02,13:30
PAPUA NUGINI MERAPAT KE NKRI‼ TAKJUB LIHAT PAPUA INDONESIA TIBA-TIBA JADI POROS BARU DI INDO-PASIFIK,2025-09-03,0:30
"RESPEK‼ RAKYAT MALAYSIA BERI DUKUNGAN KE INDONESIA YANG SEDANG CHAOS, NETIZEN: “MAKASIH TETANGGA”‼",2025-09-03,2:30
"GEMPAR‼ TNI INDONESIA BIKIN TENTARA AS KAYAK ANAK KECIL, KEBERANIANNYA BIKIN DUNIA TAKUT‼",2025-09-03,5:30
RAKYAT MARAH‼ MALAYSIA BANDINGKAN DPR INDONESIA DENGAN PARLEMEN MEREKA,2025-09-03,9:01
"DEFILE MILITER CHINA PAMER DRONE HINGGA JET TEMPUR, PRABOWO, PUTIN & KIM JONG UN SAMPAI BERDIRI",2025-09-03,12:30
PASUKAN HANTU LAUT UNJUK GIGI‼️ TAIFIB TNI AL TERBANGKAN PERAHU KARET PERTAMA DI DUNIA,2025-09-03,13:00
"XI JINPING, PUTIN, PRABOWO & KIM JONG UN BERSATU DI DEFILE MILITER CHINA BIKIN BARAT KETAR-KETIR",2025-09-04,2:30
"BIKIN PANAS ASEAN‼ MILITER TIMOR LESTE TIBA-TIBA MENINGKAT, ANCAM PERANG TERBUKA TNI INDONESIA⁉",2025-09-04,6:00
"HEBOH‼ RAKYAT INDONESIA LAWAN DPR, MALAYSIA & JEPANG LANGSUNG INGIN TIRU",2025-09-04,9:00
"MERINDING‼ BULE TURUN GUNUNG KOMENTARI DEMO INDONESIA, NEGARA BARAT PANIK",2025-09-04,11:30
"HEBOH‼ INDONESIA SEJAJAR DENGAN MACAN DUNIA, IBU NEGARA MALAYSIA TOLAK SALAMAN DENGAN XI JINPING",2025-09-05,2:30
DUNIA BARAT GEMETAR‼ RAKYAT INDONESIA DIBANJIRI DUKUNGAN DARI BULE EROPA & AMERIKA,2025-09-05,6:00
KENAPA PRABOWO⁉ BUKAN PM ANWAR YANG DI UNDANG XI JINPING DI BARISAN DEPAN PODIUM KEHORMATAN⁉,2025-09-05,8:30
PAPUA MELONJAK JADI PUSAT PERHATIAN DUNIA‼ TIMOR LESTE IRI KINI TERJEBAK KRISIS DUKUNGAN AUSTRALIA,2025-09-05,11:30
"GEGER‼️ PRABOWO STOP EKSPOR KE SPANYOL, NEGARA BARAT AUTO KETAR-KETIR",2025-09-05,14:15
MALAYSIA SEBUT INDONESIA MENUJU KEHANCURAN‼ KINI TERTAMPAR FAKTA EKONOMI MALAYSIA KEOK DI DEPAN RI,2025-09-06,2:30
"AMERIKA NGAMBEK TAK DIUNDANG PARADE CHINA, SINDIR XI JINPING, PUTIN, PRABOWO DAN KIM JONG UN",2025-09-06,5:30
AMERIKA PANIK PASUKAN PERANGNYA DI PAKSA MUNDUR RUSIA KIRIM SENJATA PALING MEMATIKAN DI BANTU CHINA‼,2025-09-06,8:30
"MENGERIKAN‼ 3 TARGET RUDAL BALISTIK RI TERBONGKAR, MALAYSIA MASUK DAFTAR UTAMA",2025-09-06,11:30
PRABOWO & XI JINPING SEPAKATI PROYEK RAKSASA‼ GIANT SEA WALL & KERETA CEPAT,2025-09-07,2:30
"MALAYSIA HEBOH‼ PRABOWO TAK MASUK KORAN JEPANG, DI BALAS KERAS KORAN CHINA",2025-09-07,5:30
"NEGARA KECIL NYALI BESAR‼ TIMOR LESTE BERANI GANGGU PERBATASAN RI, PRABOWO NAIK PITAM",2025-09-07,8:30
"HEBOH‼ 250 KERETA RI DIBORONG NEGARA MAJU, INDUSTRI TRANSPORTASI KERETA API MELONJAK",2025-09-07,11:30
GEGER‼️ LAUT RI RAMAI KAPAL PERANG‼️ AMERIKA SUSUL JEPANG KIRIM DESTROYER KE INDONESIA,2025-09-07,13:30
"GAME CHANGER‼ EKSPOR RI KE CHINA MELEJIT, MALAYSIA IRI, RI MAMPU REBUT PERAN SINGAPURA",2025-09-08,2:30
"MALAYSIA HEBOH‼ FILIPINA MELEDAK DEMO BESAR, TERINSPIRASI GERAKAN MASYARAKAT INDONESIA",2025-09-08,6:00
"GEGER‼ AUSTRALIA & SELANDIA BARU KALAP BORONG KERETA RI, MALAYSIA MALAH HINA INDONESIA MISKIN",2025-09-08,8:30
"HEBOH‼ INDONESIA JADI PILIHAN STRATEGIS INGGRIS, MALAYSIA & SINGAPURA AUTO NGAMBEK",2025-09-08,11:30
"GEGER‼️ SEBUT PRABOWO BADUT DI FORUM, NETIZEN MALAYSIA LANGSUNG KENA TAMPOL",2025-09-08,13:45
"HEBOH‼ SEBUT PRABOWO HANYA MAINAN DI FORUM GLOBAL, NETIZEN MALAYSIA MALAH BABAK BELUR KENA TAMPOL",2025-09-09,2:30
"WOW‼ BULE TAKJUB LIHAT SOLIDARITAS & GOTONG ROYONG RAKYAT INDONESIA HEBAT, BIKIN IRI BERAT",2025-09-09,5:30
BULE KENA MENTAL‼ KAGET MAKANAN ENAK & SEHAT DI INDONESIA GAMPANG DIDAPAT,2025-09-09,8:30
"GEGER‼ ACEH TEMUKAN LADANG MINYAK TERBESAR KALAHKAN SAUDI ARABIA, RI SIAP JADI RAJA ENERGI DUNIA",2025-09-09,11:30
"GEGER‼️ FREEPORT SIMPAN 58 JUTA ONS EMAS & 48 MILIAR POUND TEMBAGA, RI JADI RAJA TAMBANG DUNIA",2025-09-09,13:45
"GEGER‼ MALAYSIA IRI PRABOWO DISAMBUT HANGAT DI CHINA, ANWAR IBRAHIM DIABAIKAN BIKIN MALAYSIA MEMANAS",2025-09-10,2:30
GEGER‼ MEDIA MALAYSIA AKUI KAPAL PERANG BARU RI MENUJU BLUE WATER NAVY TIER 1 INDO-PASIFIK,2025-09-10,5:30
"MALAYSIA HEBOH‼ SETELAH FILIPINA, NEPAL DIGUNCANG DEMO BESAR, TERINSPIRASI GERAKAN RAKYAT INDONESIA",2025-09-10,8:30
"BIKIN BANGGA RI‼ KERETA API BANGLADESH TERNYATA BUATAN PT INKA INDONESIA, LEBIH PERCAYA PRODUK RI",2025-09-10,11:30
"GEGER‼ MALAYSIA IRI PRABOWO DISAMBUT HANGAT DI CHINA, ANWAR IBRAHIM DIABAIKAN BIKIN MALAYSIA MEMANAS",2025-09-10,2:30
GEGER‼ MEDIA MALAYSIA AKUI KAPAL PERANG BARU RI MENUJU BLUE WATER NAVY TIER 1 INDO-PASIFIK,2025-09-10,5:30
"MALAYSIA HEBOH‼ SETELAH FILIPINA, NEPAL DIGUNCANG DEMO BESAR, TERINSPIRASI GERAKAN RAKYAT INDONESIA",2025-09-10,8:30
"BIKIN BANGGA RI‼ KERETA API BANGLADESH TERNYATA BUATAN PT INKA INDONESIA, LEBIH PERCAYA PRODUK RI",2025-09-10,11:30
"ASIA MEMANAS‼ FILIPINA & NEPAL DIGUNCANG DEMO BESAR, TERINSPIRASI KEMARAHAN RAKYAT INDONESIA",2025-09-11,2:30
"DEMO NEPAL MAKIN BRUTAL‼ GEDUNG DIBAKAR & DIJARAH, HINGGA MENTERI KEUANGAN NEPAL DI TEL4NJ*NGI MASSA",2025-09-11,5:30
"GEGER‼ AUSTRALIA AKUI INDONESIA AKAN JADI KEKUATAN BESAR, SEBUT LEBIH NGERI DARI CHINA",2025-09-11,8:30
"GEMPAR‼ PEKERJA MALAYSIA MALAS, EKONOMI HANCUR SETELAH USIR TKI RI, MALAH DI SERBU BANGLADESH",2025-09-11,11:30
"MALAYSIA HEBOH‼ DEMO MASSAL NEPAL MAKIN BESAR RUMAH DI JARAH, MENTERI & PEJABATNYA DI ARAK",2025-09-12,2:30
"TEROBOSAN PT KAI‼ PETANI JADI PRIORITAS, EKONOMI RAKYAT MAKIN MELEJIT, HINGGA MALAYSIA IRI",2025-09-12,6:00
"BIKIN BANGGA RI‼ JAKARTA SAINGI SINGAPURA, MASUK 17 BESAR TRANSPORTASI TERBAIK DUNIA",2025-09-12,8:30
"MAKIN PANAS‼ BUKAN HANYA DI ASIA, KINI PERANCIS IKUTAN DEMO BESAR KIBARKAN BENEDERA ONE PIECE",2025-09-12,11:30
"WAJIB TAU‼️ 7 FAKTA INDONESIA YANG BIKIN MALAYSIA KETAR-KETIR, NOMOR 5 BIKIN GELENG KEPALA.",2025-09-12,13:30
"MAKIN NGERI‼ MILITER TURUN TANGAN PUKUL MUNDUR DEMO BESAR DI NEPAL, SEMUA DI JARAH & PEJABAT DI ARAK",2025-09-13,2:30
"EKSPOR PAPUA MAKIN MELEJIT, LAUT ARAFURA JADI JALUR EKSPOR UTAMA DI KAWASAN INDO-PASIFIK",2025-09-13,5:30
"PRABOWO MURKA‼ KERAHKAN MILITER SKALA PENUH, PERBATASAN RI MEMANAS GARA-GARA TIMOR LESTE",2025-09-13,9:30
INDONESIA KUASAI LAUT ASEAN‼ SINGAPURA AUTO PANIK LANGSUNG BALAS DENGAN BELI EMPAT POSEIDON,2025-09-13,11:30
"WARGA MALAYSIA NANGIS HISTERIS DIUSIR DARI TANAH SENDIRI, KAMPUNG BARU KARMA AKIBAT HINA INDONESIA",2025-09-13,13:30
BLOKADE TAK HALANGI TNI‼ SATGAS GARUDA MERAH PUTIH II BONGKAR TANTANGAN DI LANGIT PERANG GAZA,2025-09-14,2:30
TNI AL BIKIN GEMETAR‼ KRI HALASAN-630 CEGAT KAPAL GELAP MISTERIUS KOBE PIONEER DI SELAT MALAKA,2025-09-14,5:30
"PUTIN & XI JINPING TERCENGANG‼ PRABOWO BICARA SENJATA POLITIK DUNIA, NEGARA KECIL DIINTIMIDASI",2025-09-14,8:30
"MALAYSIA PANIK‼ STOP TKI INDONESIA, MALAYSIA KACAU KARENA WARGA BANGLADESH, KINI MENYESAL",2025-09-14,11:30
"GEMPAR‼ LONDON INGGRIS MELEDAK DEMO BESAR SETELAH NEPAL & PERANCIS, IKUTI JEJAK RAKYAT INDONESIA",2025-09-15,2:30
"WOW‼ PROYEK TOL IKN CIPTAKAN JEMBATAN SATWA PERTAMA DI KALIMANTAN, DUNIA TERKAGUM",2025-09-15,5:30
"PERTEMUAN 2+2 RI–AUSTRALIA GEMPARKAN ASEAN‼ SATU VISI MILITER, MALAYSIA & SINGAPURA MULAI CEMAS",2025-09-15,8:30
"PBB GEGER‼ 142 NEGARA DUKUNG PALESTINA, ADA TETANGGA INDONESIA IKUT BLOK AS & ISRAEL TOLAK RESOLUSI",2025-09-15,11:30
"UNI EROPA GUGAT RI‼️ PRODUK ASLI RI KUASAI DUNIA, EROPA TAK PERCAYA INDONESIA SEMAJU INI",2025-09-15,13:30
"MALAYSIA INGIN GABUNG KE NEGARA INDONESIA RAYA, BENDERA MERAH PUTIH SUDAH DIKIBARKAN‼",2025-09-16,2:30
HEBOH‼ MEDIA ASING RAMAI-RAMAI SEBUT MENKEU RI BERGAYA “COWBOY STYLE” BIKIN DUNIA TERCENGANG,2025-09-16,5:30
"ARAB NGAMUK‼ NETANYAHU INGIN TAKLUKKAN ARAB SAUDI & TURKI, TRUMP JANJI TAK AKAN SERANG LAGI",2025-09-16,8:30
"ARAB & ISLAM BERSATU DI DOHA‼ ISRAEL TERKEPUNG, TRUMP PANIK LIHAT TELUK MEMANAS",2025-09-16,11:30
"BIKIN GEGER‼️ SENJATA OPM DIDUGA DISELUNDUPKAN DARI AUSTRALIA, DPR RI ANCAM BONGKAR JARINGAN",2025-09-16,13:30
"GEMPAR‼ NEGARA ARAB BERBONDONG TIRU GAYA PRABOWO, SENJATA AS & ISRAEL TAK BERGUNA",2025-09-17,2:30
"HEBOH‼ SABAH DAN SERAWAK KELUAR MALAYSIA, GERAKAN MEMISAHKAN BORNEO DARI MALAYSIA MAKIN MENJADI-JADI",2025-09-17,5:30
"SINGAPURA MENJERIT‼ INVESTOR RAMAI KABUR, RIBUAN CRAZY RICH HENGKANG DARI SINGAPURA",2025-09-17,8:30
"GEGER‼ UEA PILIH INDONESIA CETAK 10 JUTA DEVELOPER DIGITAL, MALAYSIA IRI MAKIN TERTINGGAL",2025-09-17,11:30
GEMPAR‼ ISRAEL MENGAKUI INDONESIA DITAKDIRKAN SEBAGAI NEGARA ISLAM TERBESAR DAN TERKUAT DI DUNIA,2025-09-18,2:30
"MENGEJUTKAN‼ MALAYSIA & NATO KALANG KABUT, TNI INDONESIA KUASAI AMBALAT BIKIN MUSUH TAK BERKUTIK",2025-09-18,5:30
"GEMPAR‼ NETANYAHU & TRUMP CEMAS, NEGARA BESAR ISLAM BERSATU SIAP PERANG BUMI HANGUSKAN ISRAEL",2025-09-18,8:30
"GEMPAR‼ ARMADA RUSIA & CHINA WARA-WIRI DEKATI SEKUTU AS, AMERIKA & JEPANG WAS-WAS",2025-09-18,11:30
"GEMPAR‼ ISRAEL MENGGILA, IRAN & MESIR SERUKAN BENTUK NATO VERSI ISLAM BIKIN ISRAEL & AS KETAR-KETIR",2025-09-19,0:30
"GEMPAR‼ INDIA, IRAN HINGGA AFRIKA MERAPAT KE RUSIA, INDONESIA JADI REBUTAN BLOK BARAT-TIMUR",2025-09-19,2:30
"GEMPAR‼ TRUMP DITUDUH TAK HORMATI RAJA CHARLES III, BEDA DENGAN PRABOWO TAMPIL ELEGAN DAN WIBAWA",2025-09-19,6:00
"GEMPAR‼ QATAR & NEGARA ARAB JADI TARGET SERANGAN ISRAEL, INDONESIA JADI TARGET SELANJUTNYA⁉",2025-09-19,8:30
"MEDIA ASING BERI PERINGATAN‼ DUNIA AKUI INDONESIA POROS KEKUATAN MARITIM, KINI DIKEPUNG KAPAL INDUK",2025-09-19,12:00
AUSTRALIA GEMPARKAN ASIA PASIFIK‼️ MONSTER LAUT NUKLIR RP130 TRILIUN SIAP DI BANGUN.,2025-09-19,13:30
MALAYSIA HEBOH SEBUT INDONESIA NEGARA BERHUTANG TINGGI‼️AKSI MENKEU 200T BIKIN MALAYSIA MINDER‼️,2025-09-20,0:30
"HEBOH‼ GEBRAKAN MENKEU BARU INDONESIA BIKIN MALAYSIA KETAR-KETIR, MASA DEPAN RI KIAN CERAH",2025-09-20,2:30
"MENGERIKAN‼ STOP TKI DATANG KE MALAYSIA, BANGLADESH JADI YANG TERBANYAK DI MALAYSIA, KINI MENYESAL",2025-09-20,5:30
"GEMPAR‼ DUNIA AKUI INDONESIA NEGARA TERINDAH & PALING DERMAWAN, MALAYSIA LANGSUNG PANAS DINGIN",2025-09-20,8:30
MALAYSIA HEBOH SEBUT INDONESIA NEGARA BERHUTANG TINGGI‼️AKSI MENKEU 200T BIKIN MALAYSIA MINDER‼️,2025-09-20,0:30
"HEBOH‼ GEBRAKAN MENKEU BARU INDONESIA BIKIN MALAYSIA KETAR-KETIR, MASA DEPAN RI KIAN CERAH",2025-09-20,2:30
"MENGERIKAN‼ STOP TKI DATANG KE MALAYSIA, BANGLADESH JADI YANG TERBANYAK DI MALAYSIA, KINI MENYESAL",2025-09-20,5:30
"GEMPAR‼ DUNIA AKUI INDONESIA NEGARA TERINDAH & PALING DERMAWAN, MALAYSIA LANGSUNG PANAS DINGIN",2025-09-20,8:30
"PENTAGON PANIK‼ INDONESIA MUNCUL SEBAGAI KEKUATAN SUPER BARU DUNIA, MALAYSIA MALAH IRI",2025-09-21,8:30
"PETA DUNIA BERUBAH‼️SINGAPURA DALAM BAHAYA BESAR‼️RUSIA KUASAI ARKTIK, BIKIN BARAT KETAR-KETIR",2025-09-21,11:30
"ARAB DAPAT NUKLIR PAKISTAN‼️ MIMPI BURUK ISRAEL JADI NYATA, MINI NATO ISLAM MULAI TERBENTUK",2025-09-21,13:30
GEMPAR‼ JAMBER MARCHING BAND INDONESIA BORONG EMAS DI MALAYSIA WORLD BAND COMPETITION 2025,2025-09-22,2:30
NYALI TNI INDONESIA BUAT ISRAEL CIUT‼ RAKYAT INDONESIA SIAP JADI GARDA DEPAN PALESTINA MERDEKA,2025-09-22,6:00
"GEGER‼ SINGAPURA DI AMBANG BANGKRUT, INDONESIA SIAP TARIK DOLAR WNI DI LUAR NEGERI‼",2025-09-22,8:30
"GEGER‼ RUDAL KHAN INDONESIA TIBA SIAP DI PASANG DI KALTIM, MALAYSIA PANIK KETAR-KETIR",2025-09-22,11:30
RUDAL MERAPI GUNCANG ASEAN‼️RUDAL MERAPI PERONTOK PESAWAT KARYA ANAK BANGSA BIKIN MALAYSIA GELISAH.,2025-09-22,13:30
"GEMPAR‼ AKAN BAWA PESAN PERDAMAIAN DUNIA, PRESIDEN PRABOWO PIDATO DI HADAPAN PEMIMPIN DUNIA DI PBB",2025-09-23,0:30
"DULU SEKUTU KINI MUSUH‼ INGGRIS, KANADA, AUSTRALIA AKUI PALESTINA, NETANYAHU NGAMUK & ANCAM BALASAN",2025-09-23,2:30
USIR DAN REMEHIN TKI‼ MALAYSIA PANIK KARENA BURUH LOKAL TAK BISA DIANDALKAN DAN PEMALAS,2025-09-23,5:30
PRABOWO BIKIN GEGER PANGGUNG PBB‼ RATUSAN PEMIMPIN DUNIA TERDIAM DENGAR SUARA LANTANG INDONESIA,2025-09-23,8:30
PBB GEMETAR‼ INSIDEN MENGEJUTKAN SAAT PRABOWO PIDATO DI PBB SOAL PALESTINA BUAT AS & ISRAEL TERDIAM,2025-09-23,11:30
"INSIDEN PBB MEMANAS‼ PRABOWO TAK GENTAR, MESKI MIC DIMATIKAN, SUARANYA GUNCANGKAN PBB DAN ISRAEL",2025-09-24,0:30
"GEMPAR‼ MENKEU PURBAYA BONGKAR BIANG KEROK KAS NEGARA KERING, TEMUANNYA BIKIN TERKEJUT SEMUA ORANG",2025-09-24,2:30
"DULU DI REMEHKAN, KINI KOPASSUS BIKIN BARAT TERKAGUM‼ RAHASIA OPERASI PENYELAMATAN PERWIRA BELANDA",2025-09-24,5:30
GEMPAR‼ MALAYSIA HERAN HANYA INDONESIA BERANI KELUAR PBB SAAT MIC PRABOWO DIMATIKAN,2025-09-24,8:30
"BENCANA BUAT MALAYSIA‼ RUDAL KHAN INDONESIA RESMI DITEMPATKAN DI KALIMANTAN, MALAYSIA PANIK‼",2025-09-24,11:30
IRON DOME TAK BERGUNA NEGARA ARAB KINI BERANI MELAWAN ISRAEL SETELAH MELIHAT NYALI BESAR INDONESIA.,2025-09-24,13:30
"GEMPAR‼ PRABOWO HANCURKAN RETORIKA TRUMP DI PBB, TRUMP: NEGARA KALIAN AKAN MASUK “NERAKA”",2025-09-25,0:30
"GEMPAR‼ MEDIA DUNIA PUJI PIDATO PRABOWO DI PBB, TRUMP PUJI PRABOWO: KAMI TAK BUTUH PUJIANMU",2025-09-25,2:30
"PRABOWO GEBRAK PODIUM PBB SINDIR TRUMP DAN ISRAEL, JIRAN AUTO BERI APRESIASI DAN TEPUK TANGAN",2025-09-25,5:30
"MUSUH NYATA‼ TAWARAN JANJI MANIS AUSTRALIA KE INDONESIA, TETANGGA RI INI MAU KIRIM TANK KE UKRAINA",2025-09-25,8:30
"PERAN INDONESIA SANGAR LUAR BIASA‼ INGGRIS, AUSSIE, DAN KANADA KOMPAK AKUI KEMERDEKAAN PALESTINA",2025-09-25,11:30
GEMPAR‼ PRESIDEN KOLOMBIA GUSTAVO PETRO IKUTI JEJAK PRABOWO SEBUT PBB ADALAH KAKI TANGAN GENOSIDA,2025-09-26,0:30
INDONESIA DI HINA MISKIN DAN PENGHASIL BABU‼ NETIZEN MALAYSIA TERDIAM HABIS DI KULITI NETZ INDONESIA,2025-09-26,2:30
"RI TAKLUKKAN BARAT‼ INDONESIA JADI MITRA STRATEGIS BARU KANADA, MALAYSIA AUTO GIGIT JARI",2025-09-26,6:00
INDONESIA LEBIH LANTANG BERANI ANCAM PERANG & SUARAKAN PALESTINA DI PBB DARIPADA MALAYSIA,2025-09-26,8:30
"GILA KEBERANIAN INDONESIA BIKIN NETANYAHU PANIK, 20 RIBU PASUKAN BERANGKAT KE PALESTINA",2025-09-26,11:30
"GILA‼ CUMAN 7 JAM DI KANADA PRABOWO BERHASIL BAWA PULANG RP 197 TRILIUN, BIKIN MALAYSIA GIGIT JARI",2025-09-27,0:30
